Reporting date,Card Type,Category,Series Description,Sector,Sub-sector, ObservationType , Observation Scale,Value
2018-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,332107
2018-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1703508
2018-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1406636
2018-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,296872
2018-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170140
2018-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,135146
2018-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34994
2018-01,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1418908
2018-01,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1029342
2018-01,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,275208
2018-01,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,11183259
2018-01,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,9730602
2018-01,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1452657
2018-02,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,75960916
2018-02,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,4921055
2018-02,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4268056
2018-02,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,652999
2018-02,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,77118109
2018-02,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,11340253
2018-02,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,65777856
2018-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1873808
2018-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1537759
2018-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,336049
2018-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1703437
2018-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1402683
2018-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,300754
2018-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170371
2018-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,135076
2018-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,35295
2018-02,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1418423
2018-02,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1029858
2018-02,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,273816
2018-02,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,10183060
2018-02,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,8746244
2018-02,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1436816
2018-03,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,78149740
2018-03,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,4938962
2018-03,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4274434
2018-03,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,664528
2018-03,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,79615937
2018-03,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,11883774
2018-03,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,67732163
2018-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1872875
2018-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1539224
2018-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,333651
2018-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1702376
2018-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1404093
2018-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,298283
2018-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170499
2018-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,135131
2018-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,35368
2018-03,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1415779
2018-03,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1026593
2018-03,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,273813
2018-03,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,10417577
2018-03,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,9011069
2018-03,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1406508
2018-04,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,89097218
2018-04,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,4961791
2018-04,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4292233
2018-04,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,669558
2018-04,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,90394379
2018-04,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,12972406
2018-04,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,77421973
2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1873290
2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1545644
2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,327646
2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1703093
2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1410238
2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,292855
2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170197
2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,135406
2018-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34791
2018-04,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1416988
2018-04,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1031615
2018-04,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,273987
2018-04,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,11675245
2018-04,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10128767
2018-04,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1546478
2018-05,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,89000356
2018-05,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,4981600
2018-05,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4303123
2018-05,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,678477
2018-05,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,90463975
2018-05,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13331627
2018-05,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,77132348
2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1876155
2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1551858
2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,324297
2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1705978
2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1415787
2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,290191
2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170177
2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,136071
2018-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34106
2018-05,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1427621
2018-05,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1043668
2018-05,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,275083
2018-05,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,11868008
2018-05,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10288319
2018-05,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1579689
2018-06,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,86516374
2018-06,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5025525
2018-06,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4340250
2018-06,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,685275
2018-06,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,88653339
2018-06,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13797721
2018-06,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,74855618
2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1878805
2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1553679
2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,325126
2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1708512
2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1417639
2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,290873
2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170293
2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,136040
2018-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34253
2018-06,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1429982
2018-06,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1044630
2018-06,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,276211
2018-06,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,11660756
2018-06,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10181059
2018-06,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1479697
2018-07,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,95305208
2018-07,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5139388
2018-07,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4360345
2018-07,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,779043
2018-07,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,97067349
2018-07,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,14306398
2018-07,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,82760951
2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1877695
2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1558843
2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,318852
2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1707635
2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1422805
2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,284830
2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170060
2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,136038
2018-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34022
2018-07,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1427460
2018-07,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1043622
2018-07,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,277131
2018-07,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,12544257
2018-07,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,11044319
2018-07,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1499938
2018-08,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,92491560
2018-08,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5207799
2018-08,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4460652
2018-08,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,747147
2018-08,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,94362516
2018-08,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,14009716
2018-08,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,80352800
2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1881219
2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1559430
2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,321789
2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1711357
2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1424077
2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,287280
2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,169862
2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,135353
2018-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34509
2018-08,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1431067
2018-08,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1041049
2018-08,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,282419
2018-08,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,12138760
2018-08,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10690640
2018-08,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1448120
2018-09,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,84994617
2018-09,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5145324
2018-09,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4452703
2018-09,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,692621
2018-09,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,87077260
2018-09,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13074326
2018-09,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,74002934
2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1885804
2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1556950
2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,328854
2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1715342
2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1420717
2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,294625
2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170462
2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,136233
2018-09,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34229
2018-09,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1433683
2018-09,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1039121
2018-09,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,282992
2018-09,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,10991683
2018-09,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,9518961
2018-09,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1472722
2018-10,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,101512149
2018-10,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5115546
2018-10,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4438867
2018-10,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,676679
2018-10,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,102643030
2018-10,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13994581
2018-10,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,88648449
2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1915437
2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1567358
2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,348079
2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1744912
2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1430682
2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,314230
2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,170525
2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,136676
2018-10,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,33849
2018-10,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1454068
2018-10,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1040424
2018-10,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,285842
2018-10,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,12863700
2018-10,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,11175076
2018-10,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1688624
2018-11,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,98579853
2018-11,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5139573
2018-11,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4458955
2018-11,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,680618
2018-11,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,98383503
2018-11,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,12861217
2018-11,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,85522286
2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1896037
2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1551482
2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,344555
2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1724944
2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1414896
2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,310048
2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,171093
2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,136586
2018-11,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,34507
2018-11,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1430570
2018-11,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1025861
2018-11,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,281823
2018-11,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,13057567
2018-11,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,11403407
2018-11,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1654160
2018-12,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,107756649
2018-12,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5150307
2018-12,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4473213
2018-12,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,677094
2018-12,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,107136315
2018-12,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13015508
2018-12,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,94120807
2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1899184
2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1557194
2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,341990
2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1721287
2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1415338
2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,305949
2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,177897
2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,141856
2018-12,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,36041
2018-12,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1425447
2018-12,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1025996
2018-12,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,280021
2018-12,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,13635842
2018-12,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,12120436
2018-12,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1515406
2019-01,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,91542410
2019-01,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5191760
2019-01,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4494805
2019-01,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,696955
2019-01,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,91475183
2019-01,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,11606460
2019-01,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,79868723
2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1902954
2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1555847
2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,347107
2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1724496
2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1413863
2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,310633
2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,178458
2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,141984
